1.6777, 8.0008,0
9.626, 0.137, 0
-5.1536, -2.3118, 0
-3.1475, 6.6046, 0
9.2855, -3.0698, 0
0.111, -10.8275, 0
5.7998, 6.4302, 0
-5.0278, -2.5933, 0
-2.0064, -4.6695, 0
9.5054, -1.5655, 0
0.1096, -10.881, 0
2.4598, -10.3526, 0
-2.3416, 7.1203, 0
2.9543, -10.2452, 0
0.4129, -10.8373, 0
1.4131, -4.0125, 0
8.5469, -5.3921, 0
-5.7619, 3.744, 0
-3.0651, -10.7765, 0
4.2166, 7.4065, 0
-2.4335, -10.7312, 0
1.8023, 7.8898, 0
6.6047, -7.8236, 0
8.2411, -5.7948, 0
8.6401, 3.267, 0
9.1112, -3.6504, 0
-3.1269, 6.8464, 0
9.4763, -2.3627, 0
-4.2333, 5.8049, 0
0.3072, -4.5377, 0
2.5529, -3.0958, 0
3.3594, 7.7443, 0
9.4975, -0.7449, 0
3.2969, -0.5405, 0
-2.1691, 7.2197, 0
-4.7598, -2.9634, 0
-6.0225, -0.5997, 0
3.8518, -9.7402, 0
4.3186, 7.2695, 0
6.9845, 5.4619, 0
-2.2429, -10.8639, 0
9.1396, -4.0249, 0
9.0086, 2.4753, 0
-5.0777, -10.2014, 0
5.5023, -8.8121, 0
2.8579, -10.1607, 0
9.1841, 1.8614, 0
9.3694, -3.0946, 0
3.8028, -9.9039, 0
-0.3237, -4.6179, 0
-6.0947, -0.0757, 0
-5.775, -1.4217, 0
3.2426, -10.0847, 0
6.5698, -7.9676, 0
-0.2947, -10.9742, 0
-0.3106, -4.6469, 0
0.9992, -10.6998, 0
9.549, -2.3204, 0
9.0717, 2.2193, 0
9.641, -1.5789, 0
2.3934, -10.4403, 0
2.3234, -3.3865, 0
8.1069, 4.0619, 0
-2.5766, -10.8462, 0
9.0402, -4.109, 0
2.492, -3.0616, 0
-3.9938, 6.1169, 0
2.9149, -10.2432, 0
3.1679, 7.8187, 0
0.7727, -4.3085, 0
9.1169, 2.0423, 0
4.0417, 7.4612, 0
4.8307, 6.9524, 0
6.2271, 6.2116, 0
-5.662, -1.6134, 0
3.9291, 7.5209, 0
9.6187, -0.97, 0
3.6907, -9.9192, 0
6.6947, 5.7354, 0
9.0805, 1.9926, 0
9.289, 1.8721, 0
7.2197, -7.3776, 0
8.0559, -6.2407, 0
9.3981, 0.9616, 0
8.0912, 4.0725, 0
-5.9201, 3.0367, 0
-3.52, 6.5056, 0
4.9472, -9.2199, 0
-5.6535, 3.8306, 0
9.5194, -1.2338, 0
5.8503, 6.5325, 0
2.3907, -3.2603, 0
7.926, 4.2305, 0
5.2689, -8.9249, 0
-3.7707, -10.4831, 0
-5.8271, 3.2569, 0
-0.9873, -4.7843, 0
9.2563, 1.2588, 0
6.4621, 5.9892, 0
-3.1244, -10.8161, 0
-2.8288, -10.7261, 0
3.1504, -1.929, 0
-0.5964, 7.7621, 0
-1.9143, -10.9188, 0
-5.6919, -9.9293, 0
5.6811, -8.7465, 0
-1.7886, 7.3411, 0
9.1264, 1.9381, 0
0.3111, 7.9402, 0
6.2747, 6.1503, 0
-5.2669, 4.5786, 0
-4.5781, -3.1688, 0
2.4985, 7.8551, 0
-3.1116, 6.773, 0
7.2533, -7.0644, 0
8.1291, 4.178, 0
3.2913, -10.1291, 0
0.3759, -4.5322, 0
2.469, -3.2778, 0
7.9212, -6.2388, 0
-3.9666, 6.057, 0
9.4122, -2.1234, 0
-6.2907, 0.3703, 0
-4.9139, 5.0632, 0
-4.0518, -3.6095, 0
2.6536, 7.9263, 0
9.3051, -2.8129, 0
2.0288, 1.7374, 0
1.1542, -10.6917, 0
0.4051, -4.4312, 0
-0.0101, 7.974, 0
9.2362, -3.4549, 0
-3.5743, -3.8376, 0
6.327, -8.2138, 0
-1.617, -4.559, 0
-5.3482, 4.3464, 0
9.5022, -1.5956, 0
-2.4837, -10.748, 0
9.5651, -2.0768, 0
9.3834, -2.3526, 0
8.854, -4.5588, 0
9.4618, 0.0931, 0
-3.7378, -3.8151, 0
8.0211, -6.2106, 0
8.7289, -4.9798, 0
7.0458, -7.5255, 0
9.2232, -3.6311, 0
5.1619, 6.8457, 0
2.8269, 7.8014, 0
7.6128, -6.7949, 0
5.451, -8.9132, 0
-4.9153, -10.1359, 0
1.1666, 8.1058, 0
6.746, 5.8263, 0
9.4613, -2.2854, 0
2.4142, -10.484, 0
